Employee_ID,Age,Gender,Department,Remote_Work,Daily_Work_Hours,Screen_Time_Hours,Sleep_Quality,Physical_Activity_Level,Burnout_Score,Stress_Level,Coffee_Intake_per_Day,Meeting_Hours_per_Day,Internet_Speed_MBPS,Device_Type,Noise_Level,Mood,Commute_Hours_PreRemote,Work_Engagement_Score,Weekly_Mental_Breaks
E005,43,FEMALE,it,No,12.0,7,Poor,Low,6.99,High,2.0,6.0,10.0,Desktop,Low,Stressed,1.0,5.19,5.0
E006,51,Male,HR,yes,12.0,nan,Good,High,6.18,Low,3.0,6.0,10.0,Laptop,Medium,nan,,-0.19,2.0
E005,51,FEMALE,HR,Yes,12.0,10.5 hrs,Good,Medium,6.75,High,3.0,6.0,100.0,nan,Medium,Calm,5.0,7.28,
E006,37,M,HR,No,6.0,nan,Poor,Low,2.79,Low,3.0,3.0,150.0,Desktop,nan,Tired,5.0,3.25,0.0
E003,32,FEMALE,it,yes,,10.5 hrs,nan,Low,4.79,High,4.0,2.0,10.0,nan,High,Calm,,7.37,5.0
E005,43,Male,IT,no,8.0,nan,Poor,Medium,8.79,nan,0.0,5.0,20.0,Laptop,Low,nan,,7.2,2.0
E005,50,Female,IT,yes,4.0,7,nan,nan,2.26,nan,0.0,5.0,,nan,nan,Stressed,3.0,4.91,1.0
E001,46,Male,hr,No,6.0,6 hrs,Good,Low,8.58,Medium,1.0,6.0,10.0,nan,Medium,nan,2.0,8.0,3.0
E002,35,Male,it,yes,10.0,6 hrs,Poor,Low,8.49,Low,1.0,1.0,20.0,nan,High,Happy,1.0,7.49,3.0
E004,35,M,hr,Yes,6.0,7,nan,High,6.46,Low,,1.0,50.0,Mobile,nan,Stressed,0.0,5.38,4.0
E005,23,nan,nan,no,10.0,6 hrs,nan,High,2.31,High,1.0,3.0,10.0,Laptop,High,Calm,,5.16,5.0
E004,34,male,hr,Yes,10.0,10.5 hrs,Fair,Medium,4.57,Medium,4.0,2.0,,Desktop,nan,Stressed,0.0,8.19,
E006,24,Male,hr,no,12.0,7,nan,Medium,6.59,nan,2.0,3.0,10.0,Desktop,High,nan,3.0,6.46,3.0
E005,51,M,hr,no,6.0,10.5 hrs,Poor,Medium,2.35,High,0.0,2.0,,Desktop,High,Tired,,8.09,4.0
E006,39,Female,HR,yes,8.0,7,Poor,nan,6.35,Medium,1.0,4.0,50.0,Laptop,Low,nan,2.0,1.22,3.0
E005,42,M,nan,Yes,10.0,10.5 hrs,nan,Low,5.22,nan,4.0,1.0,,nan,High,nan,1.0,6.2,0.0
E003,40,M,Admin,no,12.0,10.5 hrs,Poor,Medium,3.86,High,4.0,3.0,20.0,Desktop,Medium,Tired,3.0,2.85,5.0
E001,37,FEMALE,hr,no,8.0,6 hrs,Good,High,2.76,nan,,,150.0,Laptop,Low,Calm,2.0,5.95,
E006,49,male,IT,yes,6.0,7,Good,Low,7.92,Low,1.0,4.0,,Mobile,High,Calm,0.0,7.43,1.0
E002,25,male,hr,No,8.0,nan,Poor,Medium,6.55,Medium,,5.0,,Laptop,Medium,Stressed,1.0,9.48,5.0
E002,36,F,HR,No,6.0,6 hrs,nan,Low,4.67,nan,3.0,1.0,20.0,Mobile,Medium,nan,2.0,4.12,5.0
E003,22,nan,Sales,nan,10.0,10.5 hrs,Good,Low,5.07,Medium,3.0,2.0,100.0,Laptop,nan,Stressed,4.0,4.95,2.0
E003,37,Female,Admin,nan,4.0,10.5 hrs,nan,Low,4.46,High,3.0,6.0,100.0,Mobile,Low,Tired,1.0,5.81,1.0
E002,41,F,nan,no,4.0,nan,Poor,Medium,1.38,Medium,1.0,5.0,100.0,Desktop,Low,Happy,4.0,4.05,1.0
E006,54,nan,Sales,No,,nan,Fair,Low,7.58,High,4.0,5.0,,Laptop,nan,Calm,5.0,7.96,4.0
E002,38,nan,Sales,no,,10.5 hrs,Good,Low,5.44,Medium,4.0,4.0,50.0,Mobile,nan,Tired,5.0,5.86,4.0
E001,26,M,nan,Yes,10.0,nan,Poor,Low,6.91,High,0.0,,20.0,nan,nan,Calm,5.0,6.24,0.0
E005,26,Female,it,No,8.0,8,Good,High,4.09,High,3.0,3.0,,Desktop,Low,Stressed,3.0,7.24,2.0
E001,34,nan,Admin,No,6.0,6 hrs,nan,Medium,5.18,High,1.0,6.0,10.0,Desktop,Medium,Happy,2.0,5.86,3.0
E002,51,Female,Admin,No,4.0,7,Fair,nan,5.64,nan,0.0,3.0,,Mobile,Medium,nan,5.0,4.36,3.0
E005,25,male,IT,nan,6.0,nan,Fair,High,7.06,Low,4.0,4.0,100.0,Mobile,High,Calm,,5.87,1.0
E002,44,male,HR,yes,10.0,nan,Poor,Low,8.59,Medium,0.0,5.0,20.0,Laptop,Low,nan,2.0,4.29,5.0
E001,42,male,nan,yes,8.0,8,Good,Low,4.3,Low,3.0,1.0,10.0,Mobile,Low,Stressed,2.0,6.22,0.0
E001,42,Male,Sales,nan,6.0,7,Fair,nan,4.3,Low,2.0,5.0,20.0,Mobile,nan,Calm,2.0,7.99,5.0
E006,27,M,HR,nan,8.0,8,Good,nan,4.51,Low,3.0,4.0,50.0,nan,Low,Stressed,1.0,3.65,2.0
E006,45,Female,HR,nan,4.0,7,nan,High,3.81,Low,3.0,5.0,100.0,Desktop,Low,nan,,2.94,3.0
E001,52,M,it,yes,6.0,6 hrs,nan,Low,10.29,Medium,1.0,6.0,150.0,Mobile,Medium,Stressed,4.0,6.1,1.0
E005,40,nan,Sales,no,12.0,nan,Poor,nan,1.64,Medium,2.0,5.0,,Mobile,Low,Stressed,4.0,4.46,0.0
E006,33,Female,hr,nan,4.0,6 hrs,Fair,High,10.37,Low,,5.0,100.0,nan,Medium,Stressed,3.0,6.06,2.0
E006,35,Female,HR,no,8.0,7,Fair,nan,6.28,Medium,2.0,5.0,100.0,Mobile,Medium,Tired,5.0,6.64,5.0
E004,33,F,Sales,no,10.0,nan,Good,Low,4.83,Medium,2.0,1.0,50.0,nan,Low,Tired,3.0,1.71,1.0
E004,36,Female,Admin,Yes,12.0,8,nan,Low,3.32,High,4.0,2.0,10.0,Desktop,Medium,Calm,2.0,7.38,1.0
E006,40,Female,HR,yes,,10.5 hrs,Fair,Low,4.92,Medium,0.0,2.0,100.0,Desktop,nan,Stressed,0.0,3.66,
E002,49,FEMALE,it,no,6.0,8,Poor,Low,3.87,nan,4.0,3.0,10.0,nan,Medium,Stressed,0.0,5.96,5.0
E005,26,FEMALE,it,yes,,10.5 hrs,Poor,Medium,7.76,Low,,2.0,10.0,nan,Low,Stressed,,4.68,0.0
E003,26,F,hr,yes,4.0,8,Fair,Medium,6.26,Medium,2.0,2.0,50.0,Desktop,nan,Tired,2.0,4.9,0.0
E006,27,Male,it,Yes,6.0,7,Poor,Medium,8.34,Low,1.0,2.0,100.0,Desktop,nan,nan,5.0,9.39,0.0
E004,44,male,Sales,yes,6.0,6 hrs,Fair,High,4.42,Medium,,,,nan,Low,Stressed,4.0,6.64,0.0
E005,24,nan,nan,no,12.0,10.5 hrs,Fair,High,5.28,Low,3.0,5.0,50.0,Laptop,High,Happy,3.0,7.81,2.0
E005,54,nan,it,No,12.0,7,Fair,nan,4.81,nan,3.0,,50.0,Desktop,Medium,Calm,1.0,6.3,0.0
E004,42,Female,nan,no,12.0,6 hrs,Fair,nan,4.25,Medium,4.0,5.0,150.0,Desktop,Medium,Tired,0.0,7.24,0.0
E005,41,M,hr,no,12.0,6 hrs,Good,High,2.94,Medium,,6.0,,nan,High,nan,,6.83,0.0
E005,22,nan,Admin,yes,10.0,nan,Fair,nan,6.44,nan,4.0,1.0,50.0,nan,nan,Happy,3.0,6.51,
E004,38,FEMALE,IT,no,8.0,nan,Poor,High,5.68,Medium,1.0,,150.0,nan,High,Stressed,0.0,8.21,2.0
E001,50,male,HR,No,12.0,nan,nan,Medium,4.91,Low,3.0,5.0,10.0,Laptop,Low,Tired,4.0,6.31,3.0
E006,29,Male,HR,yes,4.0,10.5 hrs,Good,High,6.01,nan,4.0,5.0,,nan,High,Stressed,4.0,10.57,1.0
E002,47,male,Sales,nan,6.0,10.5 hrs,nan,High,4.18,High,0.0,2.0,,Laptop,nan,Calm,2.0,7.92,4.0
E003,49,Female,hr,no,,6 hrs,nan,nan,5.03,Low,4.0,1.0,10.0,nan,Low,Tired,2.0,3.72,5.0
E002,47,male,hr,no,12.0,10.5 hrs,nan,nan,6.72,Medium,4.0,1.0,20.0,nan,Low,Happy,0.0,5.65,
E001,34,Female,hr,Yes,4.0,6 hrs,nan,High,7.0,Low,2.0,2.0,,Laptop,Low,nan,0.0,6.79,1.0
E001,34,F,HR,nan,10.0,7,nan,Low,8.06,nan,0.0,,20.0,Mobile,Medium,nan,3.0,6.09,2.0
E005,46,FEMALE,it,nan,4.0,8,Poor,nan,2.78,Medium,0.0,2.0,10.0,Desktop,Medium,Calm,2.0,7.37,5.0
E002,44,FEMALE,HR,No,,6 hrs,Fair,High,3.07,Medium,1.0,1.0,100.0,nan,Low,nan,,7.59,0.0
E001,43,Female,HR,nan,,6 hrs,Poor,nan,2.7,nan,2.0,4.0,20.0,Mobile,High,nan,,3.28,2.0
E002,42,M,HR,Yes,4.0,7,Good,Low,3.7,High,0.0,2.0,50.0,Laptop,Medium,Calm,4.0,8.56,
E001,51,FEMALE,Admin,No,10.0,nan,Poor,nan,4.33,Medium,2.0,2.0,,nan,nan,Happy,5.0,5.01,
E003,32,M,Admin,nan,,nan,Good,High,5.87,Medium,2.0,1.0,20.0,Laptop,Medium,Tired,3.0,4.81,3.0
E001,25,Female,it,No,10.0,nan,Fair,High,7.33,Medium,3.0,,,Laptop,High,Tired,3.0,4.8,4.0
E002,54,F,IT,nan,6.0,6 hrs,nan,Low,4.21,High,0.0,4.0,10.0,Laptop,Medium,Calm,1.0,7.62,3.0
E005,33,Female,Sales,nan,12.0,6 hrs,Fair,High,6.15,Low,3.0,6.0,100.0,Mobile,High,Stressed,,5.47,0.0
E002,30,F,IT,nan,,10.5 hrs,Poor,Low,7.56,High,4.0,4.0,10.0,Laptop,High,Calm,5.0,4.67,2.0
E004,53,nan,IT,no,4.0,10.5 hrs,Poor,High,4.09,Low,4.0,3.0,100.0,Desktop,Medium,Calm,4.0,5.15,2.0
E002,32,FEMALE,HR,nan,8.0,8,Fair,High,4.44,Medium,3.0,4.0,,nan,High,Calm,3.0,2.41,0.0
E003,45,M,IT,no,8.0,8,Fair,nan,5.13,Low,4.0,2.0,20.0,nan,High,Calm,5.0,4.32,0.0
E006,28,Female,HR,yes,6.0,10.5 hrs,Poor,nan,1.65,Low,3.0,5.0,50.0,Desktop,nan,nan,1.0,3.52,4.0
E003,29,nan,HR,Yes,8.0,6 hrs,Fair,Low,6.02,Low,1.0,1.0,50.0,nan,Low,nan,5.0,5.46,3.0
E003,54,FEMALE,Sales,No,6.0,7,Good,nan,2.59,Low,2.0,6.0,10.0,Desktop,Low,Happy,2.0,7.33,0.0
E001,46,nan,hr,No,12.0,10.5 hrs,Good,Medium,6.58,Medium,1.0,2.0,,Mobile,Medium,Calm,4.0,7.11,0.0
E003,22,F,HR,yes,6.0,6 hrs,Poor,Low,4.14,nan,0.0,6.0,100.0,Laptop,High,Tired,2.0,8.51,3.0
E002,24,Female,Admin,nan,10.0,10.5 hrs,Poor,Medium,3.98,High,1.0,1.0,20.0,Mobile,Medium,Stressed,1.0,8.07,0.0
E006,49,nan,IT,Yes,10.0,nan,Fair,Low,3.04,Low,1.0,6.0,100.0,Desktop,Medium,nan,,4.94,5.0
E005,54,nan,Sales,yes,10.0,10.5 hrs,Fair,Medium,6.08,Medium,4.0,4.0,100.0,Laptop,Low,Tired,4.0,6.04,4.0
E003,22,F,nan,yes,,nan,nan,nan,6.07,Medium,,1.0,100.0,Mobile,High,nan,0.0,5.93,4.0
E002,48,male,nan,No,10.0,6 hrs,Good,nan,4.09,Medium,,2.0,,Laptop,Medium,Happy,0.0,1.7,
E001,31,F,nan,no,10.0,nan,Poor,High,8.6,Medium,3.0,5.0,20.0,Laptop,Medium,Stressed,0.0,3.57,3.0
E001,33,male,IT,no,10.0,10.5 hrs,Poor,Medium,5.07,Low,0.0,2.0,,Mobile,Low,nan,5.0,5.67,
E005,31,FEMALE,hr,nan,10.0,nan,Poor,High,4.97,High,,,100.0,nan,Low,Stressed,3.0,5.65,1.0
E005,45,Female,it,nan,,7,Poor,Low,5.12,Medium,4.0,3.0,,Desktop,Low,Stressed,5.0,7.02,4.0
E002,49,nan,hr,yes,10.0,nan,nan,Medium,3.64,High,0.0,1.0,50.0,Mobile,Medium,Tired,5.0,6.93,2.0
E005,43,FEMALE,Sales,nan,10.0,nan,Good,High,3.01,High,2.0,2.0,10.0,Mobile,High,nan,5.0,2.46,2.0
E005,37,Male,hr,no,12.0,8,nan,Low,4.25,High,3.0,4.0,150.0,nan,Low,Stressed,5.0,7.04,1.0
E001,34,F,nan,Yes,,7,Good,Medium,6.27,nan,4.0,4.0,100.0,Desktop,Low,Calm,,6.36,4.0
E002,44,FEMALE,hr,No,10.0,6 hrs,Poor,High,1.3,Medium,1.0,,50.0,Mobile,High,Stressed,0.0,7.25,
E006,35,FEMALE,Sales,no,6.0,nan,Good,Medium,2.0,Medium,2.0,6.0,,Laptop,Medium,Stressed,3.0,8.13,0.0
E005,53,nan,Sales,nan,12.0,7,Poor,Medium,3.78,Medium,1.0,2.0,50.0,Desktop,Medium,nan,3.0,5.71,5.0
E002,24,male,nan,No,,6 hrs,nan,High,1.41,High,,6.0,10.0,nan,High,Calm,1.0,8.49,1.0
E003,48,F,Admin,No,8.0,7,Good,nan,2.17,Medium,0.0,3.0,10.0,Mobile,Low,Stressed,0.0,4.22,0.0
E001,40,male,IT,yes,4.0,8,Fair,nan,6.62,Medium,2.0,1.0,150.0,Laptop,nan,nan,4.0,4.11,5.0
E006,43,Female,HR,nan,,6 hrs,Good,High,4.12,High,4.0,3.0,150.0,Desktop,High,nan,5.0,6.86,2.0
E001,22,FEMALE,it,yes,12.0,6 hrs,Poor,Low,3.31,Medium,1.0,5.0,150.0,Mobile,nan,Stressed,3.0,5.26,5.0
E001,26,F,it,No,10.0,nan,Fair,High,5.28,Low,,,20.0,Desktop,Medium,Happy,1.0,6.52,1.0
E004,54,FEMALE,nan,yes,12.0,10.5 hrs,Poor,High,5.23,nan,1.0,6.0,20.0,Laptop,Medium,Happy,3.0,9.99,4.0
E002,40,Female,Admin,nan,4.0,6 hrs,Fair,Medium,7.33,Low,0.0,2.0,50.0,Laptop,nan,Tired,4.0,6.79,2.0
E003,27,M,it,no,4.0,6 hrs,Fair,nan,1.44,Low,0.0,6.0,,Desktop,Low,Happy,4.0,6.42,4.0
E005,36,Female,hr,Yes,,8,Good,nan,3.15,Low,,3.0,10.0,Laptop,nan,Happy,0.0,4.26,0.0
E003,54,male,Sales,no,10.0,8,Good,nan,3.81,High,3.0,,100.0,Laptop,Low,nan,,2.6,4.0
E002,45,male,Admin,No,10.0,8,Fair,nan,5.78,Medium,,5.0,10.0,Desktop,High,nan,3.0,5.85,5.0
E001,48,FEMALE,Sales,no,6.0,nan,Fair,High,10.78,Low,3.0,3.0,20.0,Desktop,Medium,Stressed,,8.13,1.0
E004,32,male,nan,yes,4.0,6 hrs,Fair,Medium,6.17,Low,,5.0,50.0,nan,Medium,Stressed,4.0,5.35,0.0
E002,44,F,Sales,nan,10.0,8,Poor,nan,4.47,Medium,,,100.0,Mobile,nan,nan,2.0,6.8,1.0
E006,54,Female,HR,no,4.0,8,Good,nan,2.57,High,0.0,4.0,150.0,nan,High,Stressed,4.0,8.85,5.0
E006,50,FEMALE,Sales,no,6.0,7,Poor,Medium,2.32,Low,3.0,4.0,150.0,nan,nan,nan,4.0,8.8,0.0
E002,52,Female,Sales,nan,8.0,7,Good,High,6.81,Medium,,2.0,20.0,nan,nan,Happy,3.0,6.86,
E005,22,Female,Admin,yes,4.0,8,nan,High,3.41,Medium,1.0,3.0,50.0,nan,nan,Stressed,5.0,6.34,
E003,39,FEMALE,hr,Yes,6.0,nan,Poor,High,4.29,nan,0.0,4.0,,Mobile,Low,Happy,4.0,2.96,1.0
E003,39,nan,IT,no,6.0,10.5 hrs,Good,nan,8.31,Low,2.0,6.0,10.0,Desktop,Medium,Tired,1.0,4.74,2.0
E005,27,M,it,No,6.0,7,Fair,nan,1.57,Low,0.0,,20.0,Laptop,Medium,Stressed,5.0,5.44,
E004,22,nan,hr,yes,12.0,7,Fair,nan,5.54,nan,,1.0,,Laptop,nan,nan,4.0,4.3,1.0
E001,51,male,hr,yes,,6 hrs,Good,High,3.19,Medium,4.0,,,Desktop,Low,nan,2.0,6.5,2.0
E001,25,Male,hr,no,10.0,6 hrs,Fair,nan,8.27,Medium,4.0,6.0,10.0,Desktop,Medium,Tired,4.0,9.82,5.0
E006,53,nan,it,nan,4.0,8,Fair,Low,3.12,Low,0.0,4.0,100.0,Desktop,Low,nan,0.0,9.04,3.0
E004,31,Male,nan,no,,6 hrs,nan,Medium,6.34,Low,2.0,4.0,10.0,Laptop,High,Happy,3.0,6.49,4.0
E005,26,Male,hr,no,12.0,6 hrs,nan,Low,1.38,nan,0.0,3.0,100.0,nan,Low,nan,2.0,7.56,
E002,30,male,IT,nan,4.0,10.5 hrs,nan,Low,8.11,Low,2.0,5.0,,nan,Low,Tired,1.0,4.54,0.0
E003,26,M,nan,No,,nan,Poor,nan,6.84,Low,,1.0,50.0,nan,High,Calm,,8.93,4.0
E002,32,Female,Sales,nan,12.0,8,nan,Medium,3.89,High,1.0,1.0,20.0,Mobile,Medium,Calm,4.0,2.88,5.0
E003,48,FEMALE,IT,no,10.0,10.5 hrs,nan,Low,5.79,nan,1.0,5.0,10.0,nan,Medium,Happy,4.0,7.83,2.0
E002,25,M,Admin,Yes,6.0,8,nan,High,6.91,Medium,2.0,3.0,50.0,Mobile,Low,Calm,,6.99,
E005,31,Male,nan,nan,,nan,Good,High,5.31,Low,3.0,4.0,50.0,Laptop,Low,nan,,4.49,2.0
E005,54,F,Sales,No,,8,Fair,High,4.22,Medium,1.0,5.0,10.0,Mobile,High,Tired,,5.58,2.0
E004,29,male,Sales,nan,4.0,6 hrs,Good,High,4.8,Low,4.0,,150.0,Desktop,High,Happy,1.0,3.73,1.0
E002,45,nan,hr,nan,6.0,nan,nan,Medium,5.22,High,0.0,,,Desktop,Medium,Calm,,3.82,4.0
E002,54,male,hr,yes,10.0,10.5 hrs,Poor,High,5.11,nan,,,150.0,Laptop,Medium,nan,4.0,2.82,
E004,40,nan,it,yes,4.0,10.5 hrs,Good,Medium,5.87,nan,3.0,1.0,100.0,nan,High,nan,,7.54,2.0
E004,23,FEMALE,HR,no,8.0,7,nan,Medium,2.96,Medium,4.0,1.0,50.0,Laptop,Low,Stressed,0.0,8.41,3.0
E005,32,F,IT,no,8.0,10.5 hrs,Poor,Medium,3.7,High,0.0,,20.0,Desktop,High,Stressed,5.0,1.68,5.0
E005,38,Female,it,nan,8.0,7,Poor,Medium,4.22,Medium,4.0,,20.0,nan,Medium,Tired,5.0,9.68,2.0
E006,24,M,it,Yes,10.0,6 hrs,Poor,nan,5.94,High,3.0,,50.0,Desktop,Low,Happy,2.0,5.98,
E002,43,F,IT,no,8.0,10.5 hrs,Fair,Low,1.94,Low,2.0,4.0,150.0,Laptop,nan,Calm,4.0,6.58,4.0
E005,42,M,nan,nan,,nan,Poor,nan,5.31,Low,0.0,4.0,,nan,nan,Calm,1.0,3.06,2.0
E005,46,M,Admin,nan,4.0,7,nan,Low,6.56,High,4.0,2.0,50.0,Laptop,High,nan,,8.64,2.0
E002,23,Female,IT,nan,,10.5 hrs,Good,nan,5.1,Low,,6.0,100.0,Desktop,Medium,Calm,1.0,6.4,0.0
E004,22,Female,Sales,nan,8.0,6 hrs,Good,High,5.15,nan,,5.0,50.0,nan,Low,Tired,2.0,8.28,2.0
E002,28,nan,Admin,nan,4.0,nan,nan,Medium,4.39,High,4.0,4.0,10.0,Desktop,nan,Stressed,0.0,8.44,4.0
E001,41,Female,HR,yes,,nan,Fair,High,5.12,High,3.0,2.0,150.0,nan,Low,nan,2.0,8.67,5.0
E002,27,FEMALE,nan,No,10.0,6 hrs,Fair,High,4.12,Medium,3.0,3.0,10.0,Mobile,Low,Happy,4.0,4.7,0.0
E001,42,male,hr,No,6.0,10.5 hrs,Poor,High,4.67,High,,,10.0,Mobile,Low,nan,5.0,5.58,0.0
E002,29,Male,HR,nan,,8,nan,nan,4.12,Medium,,1.0,50.0,Desktop,Low,Calm,0.0,4.78,2.0
E001,25,Female,HR,no,12.0,10.5 hrs,Poor,High,4.64,High,3.0,5.0,,Laptop,High,Tired,0.0,7.79,2.0
E001,37,male,hr,Yes,8.0,7,Poor,Medium,4.36,nan,2.0,6.0,50.0,Mobile,Low,Happy,1.0,6.67,3.0
E002,24,nan,HR,nan,12.0,7,nan,Medium,2.64,nan,1.0,3.0,,Mobile,nan,nan,0.0,8.14,
E006,28,Female,nan,Yes,6.0,10.5 hrs,Fair,Low,1.99,nan,4.0,5.0,20.0,nan,nan,Calm,4.0,8.23,
E005,23,Male,nan,yes,10.0,7,Fair,nan,5.16,Medium,2.0,5.0,,nan,High,nan,,2.55,4.0
E003,22,F,nan,No,,8,Good,Medium,6.21,Medium,4.0,4.0,10.0,nan,nan,Happy,4.0,8.7,5.0
E005,22,Female,it,yes,10.0,8,nan,Medium,8.11,Low,,2.0,50.0,Desktop,Low,Calm,,7.9,
E001,28,male,it,no,6.0,nan,Poor,nan,7.2,Medium,2.0,5.0,20.0,Laptop,nan,Stressed,4.0,5.26,4.0
E002,45,nan,nan,no,12.0,7,nan,High,6.81,Medium,,6.0,10.0,Laptop,Medium,Happy,5.0,6.7,1.0
E002,26,nan,hr,nan,,10.5 hrs,Poor,Medium,5.46,nan,,3.0,20.0,nan,Low,Stressed,3.0,5.75,5.0
E002,42,FEMALE,hr,no,8.0,nan,Good,High,5.24,High,,6.0,150.0,Desktop,High,Stressed,0.0,7.23,1.0
E002,49,nan,IT,no,4.0,8,Good,Medium,3.42,Medium,0.0,5.0,100.0,nan,Medium,Calm,0.0,5.26,4.0
E006,39,F,IT,yes,10.0,nan,Good,Low,3.2,Low,1.0,6.0,10.0,Laptop,nan,nan,4.0,6.96,2.0
E003,45,nan,nan,Yes,6.0,6 hrs,Good,High,5.38,High,,6.0,50.0,Desktop,Medium,nan,,6.13,0.0
E004,53,nan,Admin,No,,7,Poor,Medium,3.33,Medium,4.0,,,nan,nan,Tired,1.0,5.14,3.0
E001,54,F,HR,no,12.0,10.5 hrs,Fair,nan,4.82,High,3.0,2.0,150.0,nan,nan,Happy,5.0,6.38,2.0
E003,31,F,HR,no,8.0,8,Poor,nan,0.0,High,1.0,1.0,20.0,Laptop,nan,Happy,0.0,11.41,5.0
E005,30,Male,hr,yes,12.0,nan,Good,nan,5.93,High,4.0,5.0,100.0,Desktop,High,Calm,3.0,4.63,5.0
E004,54,male,Admin,No,8.0,10.5 hrs,Fair,Medium,2.93,High,0.0,3.0,,Laptop,Medium,Calm,0.0,5.5,0.0
E004,54,M,HR,yes,,7,nan,High,2.14,High,,,10.0,Desktop,High,Tired,2.0,4.66,5.0
E002,28,nan,Sales,Yes,4.0,10.5 hrs,Poor,Low,6.44,Medium,4.0,,100.0,Desktop,nan,Tired,3.0,4.87,4.0
E003,25,M,it,yes,4.0,7,nan,Low,6.93,High,4.0,1.0,150.0,nan,Low,Stressed,1.0,7.63,
E005,49,M,HR,No,6.0,7,Good,Medium,4.83,High,4.0,6.0,100.0,Laptop,Low,Tired,3.0,7.43,5.0
E002,44,FEMALE,HR,No,6.0,7,nan,Medium,3.57,Low,1.0,1.0,10.0,Desktop,High,nan,3.0,5.99,2.0
E002,53,Female,IT,no,8.0,nan,Fair,Medium,6.44,Low,,4.0,150.0,Mobile,Low,Stressed,0.0,8.05,5.0
E006,37,nan,Sales,Yes,8.0,7,Fair,High,3.46,High,4.0,4.0,20.0,nan,Medium,Tired,3.0,7.59,3.0
E001,31,Female,HR,nan,8.0,10.5 hrs,Fair,nan,4.68,Medium,3.0,5.0,10.0,Laptop,Low,nan,4.0,5.68,
E004,35,Female,it,no,8.0,6 hrs,Poor,High,7.7,Low,,,100.0,Desktop,Low,nan,5.0,2.93,5.0
E005,45,FEMALE,HR,yes,,10.5 hrs,nan,High,5.75,Low,2.0,3.0,10.0,nan,nan,Stressed,3.0,7.66,
E004,39,M,hr,yes,,nan,nan,Medium,4.91,High,3.0,4.0,150.0,Laptop,Medium,Stressed,0.0,6.34,1.0
E003,37,F,Sales,No,4.0,7,nan,Low,4.45,Medium,0.0,6.0,100.0,Laptop,Medium,nan,4.0,6.04,0.0
E001,46,Female,HR,No,6.0,6 hrs,Good,High,5.09,nan,1.0,2.0,20.0,nan,Low,Calm,1.0,5.07,2.0
E002,29,F,Admin,No,6.0,nan,Poor,Low,5.53,Medium,2.0,2.0,,Desktop,nan,Stressed,2.0,7.49,3.0
E001,45,F,Sales,nan,10.0,8,Poor,Medium,2.75,Low,1.0,6.0,50.0,nan,Low,Happy,3.0,6.7,2.0
E002,41,FEMALE,HR,nan,6.0,8,nan,High,7.42,Low,1.0,1.0,20.0,Mobile,Low,Calm,4.0,5.53,4.0
E001,51,FEMALE,it,no,6.0,8,Poor,nan,4.08,Low,4.0,6.0,10.0,nan,High,Happy,4.0,3.55,0.0
E002,41,male,it,nan,12.0,6 hrs,nan,nan,4.59,Low,3.0,1.0,50.0,Laptop,nan,Tired,1.0,8.14,4.0
E004,39,nan,Sales,No,12.0,10.5 hrs,nan,High,6.63,Low,2.0,1.0,,Mobile,High,Stressed,1.0,7.21,5.0
E004,25,Female,nan,no,10.0,6 hrs,nan,nan,4.72,High,4.0,2.0,,Mobile,Low,Stressed,2.0,6.51,4.0
E004,27,M,IT,no,8.0,6 hrs,Fair,High,6.76,High,2.0,4.0,150.0,Desktop,Low,nan,2.0,0.69,5.0
E004,24,Male,IT,Yes,10.0,6 hrs,Good,nan,4.91,High,,6.0,,nan,nan,Stressed,0.0,5.92,1.0
E001,39,FEMALE,hr,nan,10.0,8,Poor,Medium,5.2,Low,,4.0,100.0,Desktop,Medium,Happy,2.0,5.52,4.0
E002,39,F,nan,yes,4.0,10.5 hrs,Good,nan,5.43,High,3.0,5.0,100.0,nan,Low,Calm,2.0,4.76,3.0
E004,44,male,IT,yes,,6 hrs,Fair,nan,5.75,Low,4.0,3.0,150.0,Laptop,Low,Tired,,7.51,0.0
E001,27,Male,Sales,Yes,6.0,10.5 hrs,Poor,Medium,6.12,Medium,2.0,2.0,,Desktop,High,Calm,4.0,7.43,1.0
E002,47,FEMALE,IT,No,4.0,7,nan,Medium,7.1,nan,,,10.0,Laptop,High,Happy,3.0,6.87,
E001,42,male,hr,Yes,,6 hrs,Good,nan,6.99,Medium,4.0,1.0,20.0,Laptop,nan,Tired,,8.08,2.0
E006,45,F,HR,No,6.0,6 hrs,Fair,Low,3.41,nan,1.0,3.0,50.0,Mobile,High,nan,,3.96,4.0
E004,36,Female,IT,nan,10.0,6 hrs,Poor,Low,7.91,High,,1.0,150.0,Desktop,Medium,Stressed,,5.09,2.0
E003,48,nan,Sales,nan,6.0,7,Poor,High,1.6,nan,0.0,3.0,,nan,Low,Stressed,3.0,6.15,1.0
E001,53,nan,Sales,no,8.0,7,Good,nan,3.74,Medium,2.0,3.0,10.0,Desktop,High,nan,5.0,4.76,2.0
E004,33,male,hr,no,8.0,8,Good,High,4.72,Medium,,4.0,10.0,Laptop,Medium,Happy,2.0,7.45,3.0
E005,26,FEMALE,Admin,no,10.0,nan,Poor,Medium,2.67,nan,3.0,,50.0,Mobile,Low,nan,,4.96,1.0
